"COORD_REF_SYS_CODE","COORD_REF_SYS_NAME","GCS_COORD_REF_SYS_NAME","DATUM_CODE","DATUM_NAME","GREENWICH_DATUM","UOM_CODE","ELLIPSOID_CODE","PRIME_MERIDIAN_CODE","SHOW_CRS","DEPRECATED","COORD_SYS_CODE","COORD_OP_METHOD_CODE","DX","DY","DZ","RX","RY","RZ","DS"
4679,Jouik 1961,GCS_Jouik_1961,6679,Jouik 1961,6679,9122,7012,8901,1,0,6422,9603,-80.01,253.26,291.19,,,,
4680,Nouakchott 1965,GCS_Nouakchott_1965,6680,Nouakchott 1965,6680,9122,7012,8901,1,0,6422,9603,124.5,-63.5,-281,,,,
4681,Mauritania 1999,GCS_Mauritania_1999,6681,Mauritania 1999,6681,9122,7012,8901,1,1,6422,,,,,,,,
4682,Gulshan 303,GCS_Gulshan_303,6682,Gulshan 303,6682,9122,7015,8901,1,0,6422,,,,,,,,
4683,PRS92,GCS_PRS92,6683,Philippine Reference System 1992,6683,9122,7008,8901,1,0,6422,9607,-127.62,-67.24,-47.04,3.068,-4.903,-1.578,-1.06
4684,Gan 1970,GCS_Gan_1970,6684,Gan 1970,6684,9122,7022,8901,1,0,6422,9603,-133,-321,50,,,,
4685,Gandajika,GCS_Gandajika,6685,Gandajika,6685,9122,7022,8901,1,1,6422,,,,,,,,
4686,MAGNA-SIRGAS,GCS_MAGNA-SIRGAS,6686,Marco Geocentrico Nacional de Referencia,6686,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4687,RGPF,GCS_RGPF,6687,Reseau Geodesique de la Polynesie Francaise,6687,9122,7019,8901,1,0,6422,,,,,,,,
4688,Fatu Iva 72,GCS_Fatu_Iva_72,6688,Fatu Iva 72,6688,9122,7022,8901,1,0,6422,9607,347.103,1078.125,2623.922,33.8875,-70.6773,9.3943,186.074
4689,IGN63 Hiva Oa,GCS_IGN63_Hiva_Oa,6689,IGN63 Hiva Oa,6689,9122,7022,8901,1,0,6422,,,,,,,,
4690,Tahiti 79,GCS_Tahiti_79,6690,Tahiti 79,6690,9122,7022,8901,1,0,6422,,,,,,,,
4691,Moorea 87,GCS_Moorea_87,6691,Moorea 87,6691,9122,7022,8901,1,0,6422,9607,215.525,149.593,176.229,3.2624,1.692,1.1571,10.4773
4692,Maupiti 83,GCS_Maupiti_83,6692,Maupiti 83,6692,9122,7022,8901,1,0,6422,9603,217.037,86.959,23.956,,,,
4693,Nakhl-e Ghanem,GCS_Nakhl-e_Ghanem,6693,Nakhl-e Ghanem,6693,9122,7030,8901,1,0,6422,9603,0,-0.15,0.68,,,,
4694,POSGAR 94,GCS_POSGAR_94,6694,Posiciones Geodesicas Argentinas 1994,6694,9122,7030,8901,1,0,6422,9603,0,0,0,,,,
4695,Katanga 1955,GCS_Katanga_1955,6695,Katanga 1955,6695,9122,7008,8901,1,0,6422,,,,,,,,
4696,Kasai 1953,GCS_Kasai_1953,6696,Kasai 1953,6696,9122,7012,8901,1,0,6422,,,,,,,,
4697,IGC 1962 6th Parallel South,GCS_IGC_1962_6th_Parallel_South,6697,IGC 1962 Arc of the 6th Parallel South,6697,9122,7012,8901,1,0,6422,,,,,,,,
4698,IGN 1962 Kerguelen,GCS_IGN_1962_Kerguelen,6698,IGN 1962 Kerguelen,6698,9122,7022,8901,1,0,6422,9603,145,-187,103,,,,
4699,Le Pouce 1934,GCS_Le_Pouce_1934,6699,Le Pouce 1934,6699,9122,7012,8901,1,0,6422,9603,-770.1,158.4,-498.2,,,,
4700,IGN Astro 1960,GCS_IGN_Astro_1960,6700,IGN Astro 1960,6700,9122,7012,8901,1,0,6422,,,,,,,,
4701,IGCB 1955,GCS_IGCB_1955,6701,Institut Geographique du Congo Belge 1955,6701,9122,7012,8901,1,0,6422,9603,-79.9,-158,-168.9,,,,
4702,Mauritania 1999,GCS_Mauritania_1999,6702,Mauritania 1999,6702,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4703,Mhast 1951,GCS_Mhast_1951,6703,Missao Hidrografico Angola y Sao Tome 1951,6703,9122,7012,8901,1,0,6422,,,,,,,,
4704,"Mhast (onshore)","GCS_Mhast_(onshore)",6704,"Mhast (onshore)",6704,9122,7022,8901,1,0,6422,,,,,,,,
4705,"Mhast (offshore)","GCS_Mhast_(offshore)",6705,"Mhast (offshore)",6705,9122,7022,8901,1,0,6422,,,,,,,,
4706,Egypt Gulf of Suez S-650 TL,GCS_Egypt_Gulf_of_Suez_S-650_TL,6706,Egypt Gulf of Suez S-650 TL,6706,9122,7020,8901,1,0,6422,9603,-146.21,112.63,4.05,,,,
4707,Tern Island 1961,GCS_Tern_Island_1961,6707,Tern Island 1961,6707,9122,7022,8901,1,0,6422,9603,114,-116,-333,,,,
4708,Cocos Islands 1965,GCS_Cocos_Islands_1965,6708,Cocos Islands 1965,6708,9122,7003,8901,1,0,6422,9603,-491,-22,435,,,,
4709,Iwo Jima 1945,GCS_Iwo_Jima_1945,6709,Iwo Jima 1945,6709,9122,7022,8901,1,0,6422,9603,145,75,-272,,,,
4710,St. Helena 1971,GCS_St._Helena_1971,6710,St. Helena 1971,6710,9122,7022,8901,1,0,6422,9603,-320,550,-494,,,,
4711,Marcus Island 1952,GCS_Marcus_Island_1952,6711,Marcus Island 1952,6711,9122,7022,8901,1,0,6422,9603,124,-234,-25,,,,
4712,Ascension Island 1958,GCS_Ascension_Island_1958,6712,Ascension Island 1958,6712,9122,7022,8901,1,0,6422,9603,-205,107,53,,,,
4713,Ayabelle Lighthouse,GCS_Ayabelle_Lighthouse,6713,Ayabelle Lighthouse,6713,9122,7012,8901,1,0,6422,9603,-79,-129,145,,,,
4714,Bellevue,GCS_Bellevue,6714,Bellevue,6714,9122,7022,8901,1,0,6422,9603,-127,-769,472,,,,
4715,Camp Area Astro,GCS_Camp_Area_Astro,6715,Camp Area Astro,6715,9122,7022,8901,1,0,6422,9603,-104,-129,239,,,,
4716,Phoenix Islands 1966,GCS_Phoenix_Islands_1966,6716,Phoenix Islands 1966,6716,9122,7022,8901,1,0,6422,9603,298,-304,-375,,,,
4717,Cape Canaveral,GCS_Cape_Canaveral,6717,Cape Canaveral,6717,9122,7008,8901,1,0,6422,9603,-2,151,181,,,,
4718,Solomon 1968,GCS_Solomon_1968,6718,Solomon 1968,6718,9122,7022,8901,1,0,6422,,,,,,,,
4719,Easter Island 1967,GCS_Easter_Island_1967,6719,Easter Island 1967,6719,9122,7022,8901,1,0,6422,9603,211,147,111,,,,
4720,Fiji 1986,GCS_Fiji_1986,6720,Fiji Geodetic Datum 1986,6720,9122,7043,8901,1,0,6422,,,,,,,,
4721,Fiji 1956,GCS_Fiji_1956,6721,Fiji 1956,6721,9122,7022,8901,1,0,6422,9603,265.025,384.929,-194.046,,,,
4722,South Georgia 1968,GCS_South_Georgia_1968,6722,South Georgia 1968,6722,9122,7022,8901,1,0,6422,9603,-794,119,-298,,,,
4723,Grand Cayman 1959,GCS_Grand_Cayman_1959,6723,Grand Cayman 1959,6723,9122,7008,8901,1,0,6422,9603,67.8,106.1,138.8,,,,
4724,Diego Garcia 1969,GCS_Diego_Garcia_1969,6724,Diego Garcia 1969,6724,9122,7022,8901,1,0,6422,9603,208,-435,-229,,,,
4725,Johnston Island 1961,GCS_Johnston_Island_1961,6725,Johnston Island 1961,6725,9122,7022,8901,1,0,6422,9603,189,-79,-202,,,,
4726,Little Cayman 1961,GCS_Little_Cayman_1961,6726,Little Cayman 1961,6726,9122,7008,8901,1,0,6422,,,,,,,,
4727,Midway 1961,GCS_Midway_1961,6727,Midway 1961,6727,9122,7022,8901,1,0,6422,,,,,,,,
4728,Pico de la Nieves,GCS_Pico_de_la_Nieves,6728,Pico de la Nieves,6728,9122,7022,8901,1,0,6422,9603,-307,-92,127,,,,
4729,Pitcairn 1967,GCS_Pitcairn_1967,6729,Pitcairn 1967,6729,9122,7022,8901,1,0,6422,9603,185,165,42,,,,
4730,Santo 1965,GCS_Santo_1965,6730,Santo 1965,6730,9122,7022,8901,1,0,6422,9603,170,42,84,,,,
4731,Viti Levu 1916,GCS_Viti_Levu_1916,6731,Viti Levu 1916,6731,9122,7012,8901,1,1,6422,9603,51,391,-36,,,,
4732,Marshall Islands 1960,GCS_Marshall_Islands_1960,6732,Marshall Islands 1960,6732,9122,7053,8901,1,0,6422,9603,102,52,-38,,,,
4733,Wake Island 1952,GCS_Wake_Island_1952,6733,Wake Island 1952,6733,9122,7022,8901,1,0,6422,9603,276,-57,149,,,,
4734,Tristan 1968,GCS_Tristan_1968,6734,Tristan 1968,6734,9122,7022,8901,1,0,6422,9603,-632,438,-609,,,,
4735,Kusaie 1951,GCS_Kusaie_1951,6735,Kusaie 1951,6735,9122,7022,8901,1,0,6422,9603,647,1777,-1124,,,,
4736,Deception Island,GCS_Deception_Island,6736,Deception Island,6736,9122,7012,8901,1,0,6422,9603,260,12,-147,,,,
4737,Korea 2000,GCS_Korea_2000,6737,Geocentric datum of Korea,6737,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4738,Hong Kong 1963,GCS_Hong_Kong_1963,6738,Hong Kong 1963,6738,9122,7007,8901,1,0,6422,,,,,,,,
4739,"Hong Kong 1963(67)","GCS_Hong_Kong_1963(67)",6739,"Hong Kong 1963(67)",6739,9122,7022,8901,1,0,6422,9603,-156,-271,-189,,,,
4740,PZ-90,GCS_PZ-90,6740,Parametrop Zemp 1990,6740,9122,7054,8901,1,0,6422,9607,0,0,1.5,0,0,-0.076,0
4741,FD54,GCS_FD54,6741,Faroe Datum 1954,6741,9122,7022,8901,1,0,6422,,,,,,,,
4742,GDM2000,GCS_GDM2000,6742,Geodetic Datum of Malaysia 2000,6742,9122,7019,8901,1,0,6422,,,,,,,,
4743,"Karbala 1979 (Polservice)","GCS_Karbala_1979_(Polservice)",6743,"Karbala 1979 (Polservice)",6743,9122,7012,8901,1,0,6422,9603,84.1,-320.1,218.7,,,,
4744,Nahrwan 1934,GCS_Nahrwan_1934,6744,Nahrwan 1934,6744,9122,7012,8901,1,0,6422,,,,,,,,
4745,"RD/83","GCS_RD_83",6745,"Rauenberg Datum/83",6745,9122,7004,8901,1,0,6422,,,,,,,,
4746,"PD/83","GCS_PD_83",6746,"Potsdam Datum/83",6746,9122,7004,8901,1,0,6422,,,,,,,,
4747,GR96,GCS_GR96,6747,Greenland 1996,6747,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4748,Vanua Levu 1915,GCS_Vanua_Levu_1915,6748,Vanua Levu 1915,6748,9122,7055,8901,1,0,6422,9603,51,391,-36,,,,
4749,RGNC91-93,GCS_RGNC91-93,6749,Reseau Geodesique de Nouvelle Caledonie 91-93,6749,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4750,ST87 Ouvea,GCS_ST87_Ouvea,6750,ST87 Ouvea,6750,9122,7030,8901,1,0,6422,9603,-56.263,16.136,-22.856,,,,
4751,"Kertau (RSO)","GCS_Kertau_(RSO)",6751,"Kertau (RSO)",6751,9122,7056,8901,1,0,6422,,,,,,,,
4752,Viti Levu 1912,GCS_Viti_Levu_1912,6752,Viti Levu 1912,6752,9122,7055,8901,1,0,6422,9603,51,391,-36,,,,
4753,fk89,GCS_fk89,6753,fk89,6753,9122,7022,8901,1,0,6422,,,,,,,,
4754,LGD2006,GCS_LGD2006,6754,Libyan Geodetic Datum 2006,6754,9122,7022,8901,1,0,6422,9603,-208.4058,-109.8777,-2.5764,,,,
4755,DGN95,GCS_DGN95,6755,Datum Geodesi Nasional 1995,6755,9122,7030,8901,1,0,6422,9603,0,0,0,,,,
4756,VN-2000,GCS_VN-2000,6756,Vietnam 2000,6756,9122,7030,8901,1,0,6422,,,,,,,,
4757,SVY21,GCS_SVY21,6757,SVY21,6757,9122,7030,8901,1,0,6422,,,,,,,,
4758,JAD2001,GCS_JAD2001,6758,Jamaica 2001,6758,9122,7030,8901,1,0,6422,9603,0,0,0,,,,
4759,"NAD83(NSRS2007)","GCS_NAD83(NSRS2007)",6759,"NAD83 (National Spatial Reference System 2007)",6759,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4760,WGS 66,GCS_WGS_66,6760,World Geodetic System 1966,6760,9122,7025,8901,1,0,6422,,,,,,,,
4761,HTRS96,GCS_HTRS96,6761,Croatian Terrestrial Reference System,6761,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4762,BDA2000,GCS_BDA2000,6762,Bermuda 2000,6762,9122,7030,8901,1,0,6422,9603,0,0,0,,,,
4763,Pitcairn 2006,GCS_Pitcairn_2006,6763,Pitcairn 2006,6763,9122,7030,8901,1,0,6422,9603,0,0,0,,,,
4764,RSRGD2000,GCS_RSRGD2000,6764,Ross Sea Region Geodetic Datum 2000,6764,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4765,Slovenia 1996,GCS_Slovenia_1996,6765,Slovenia Geodetic Datum 1996,6765,9122,7019,8901,1,0,6422,9603,0,0,0,,,,
4801,"Bern 1898 (Bern)","GCS_Bern_1898_(Bern)",6801,"CH1903 (Bern)",6149,9122,7004,8907,1,0,6422,,,,,,,,
4802,"Bogota 1975 (Bogota)","GCS_Bogota_1975_(Bogota)",6802,"Bogota 1975 (Bogota)",6218,9122,7022,8904,1,0,6422,,,,,,,,
4803,"Lisbon (Lisbon)","GCS_Lisbon_(Lisbon)",6803,"Lisbon 1937 (Lisbon)",6207,9122,7022,8902,1,0,6422,,,,,,,,
4804,"Makassar (Jakarta)","GCS_Makassar_(Jakarta)",6804,"Makassar (Jakarta)",6257,9122,7004,8908,1,0,6422,9603,-587.8,519.75,145.76,,,,
4805,"MGI (Ferro)","GCS_MGI_(Ferro)",6805,"Militar-Geographische Institut (Ferro)",6312,9122,7004,8909,1,0,6422,,,,,,,,
4806,"Monte Mario (Rome)","GCS_Monte_Mario_(Rome)",6806,"Monte Mario (Rome)",6265,9122,7022,8906,1,0,6422,,,,,,,,
4807,"NTF (Paris)","GCS_NTF_(Paris)",6807,"Nouvelle Triangulation Francaise (Paris)",6275,9105,7011,8903,1,0,6403,9603,-168,-60,320,,,,
4808,"Padang (Jakarta)","GCS_Padang_(Jakarta)",6808,"Padang 1884 (Jakarta)",6280,9122,7004,8908,1,0,6422,,,,,,,,
4809,"Belge 1950 (Brussels)","GCS_Belge_1950_(Brussels)",6809,"Reseau National Belge 1950 (Brussels)",6215,9122,7022,8910,1,0,6422,,,,,,,,
4810,"Tananarive (Paris)","GCS_Tananarive_(Paris)",6810,"Tananarive 1925 (Paris)",6297,9105,7022,8903,1,0,6403,9603,-189,-242,-91,,,,
4811,"Voirol 1875 (Paris)","GCS_Voirol_1875_(Paris)",6811,"Voirol 1875 (Paris)",6304,9105,7011,8903,1,0,6403,9603,-73,-247,227,,,,
4813,"Batavia (Jakarta)","GCS_Batavia_(Jakarta)",6813,"Batavia (Jakarta)",6211,9122,7004,8908,1,0,6422,,,,,,,,
4814,"RT38 (Stockholm)","GCS_RT38_(Stockholm)",6814,"Stockholm 1938 (Stockholm)",6308,9122,7004,8911,1,0,6422,,,,,,,,
4815,"Greek (Athens)","GCS_Greek_(Athens)",6815,"Greek (Athens)",6120,9122,7004,8912,1,0,6422,,,,,,,,
4816,"Carthage (Paris)","GCS_Carthage_(Paris)",6816,"Carthage (Paris)",6223,9105,7011,8903,1,0,6403,,,,,,,,
4817,"NGO 1948 (Oslo)","GCS_NGO_1948_(Oslo)",6817,"NGO 1948 (Oslo)",6273,9122,7005,8913,1,0,6422,9606,278.3,93,474.5,7.889,0.05,-6.61,6.21
4818,"S-JTSK (Ferro)","GCS_S-JTSK_(Ferro)",6818,"S-JTSK (Ferro)",6156,9122,7004,8909,1,0,6422,,,,,,,,
4819,"Nord Sahara 1959 (Paris)","GCS_Nord_Sahara_1959_(Paris)",6819,"Nord Sahara 1959 (Paris)",6307,9105,7012,8903,1,1,6403,,,,,,,,
4820,"Segara (Jakarta)","GCS_Segara_(Jakarta)",6820,"Gunung Segara (Jakarta)",6613,9122,7004,8908,1,0,6422,,,,,,,,
4821,"Voirol 1879 (Paris)","GCS_Voirol_1879_(Paris)",6821,"Voirol 1879 (Paris)",6821,9105,7011,8903,1,0,6403,,,,,,,,
4901,"ATF (Paris)","GCS_ATF_(Paris)",6901,"Ancienne Triangulation Francaise (Paris)",6901,9105,7027,8914,1,0,6403,,,,,,,,
4902,"NDG (Paris)","GCS_NDG_(Paris)",6902,"Nord de Guerre (Paris)",6902,9105,7027,8903,1,1,6403,,,,,,,,
4903,"Madrid 1870 (Madrid)","GCS_Madrid_1870_(Madrid)",6903,"Madrid 1870 (Madrid)",6903,9122,7028,8905,1,0,6422,,,,,,,,
4904,"Lisbon 1890 (Lisbon)","GCS_Lisbon_1890_(Lisbon)",6904,"Lisbon 1890 (Lisbon)",6666,9122,7004,8902,1,0,6422,,,,,,,,
37001,WGS 66,GCS_WGS_66,6760,World Geodetic System 1966,6760,9122,7025,8901,1,0,6422,,,,,,,,
37312,GCS_Xian_1980,D_Xian_1980,39312,Xian 1980,40023,9122,7049,8901,1,0,6422,,,,,,,,
