PRIMEMERIDIAN_USER_DEFINED,-1
PRIMEMERIDIAN_GREENWICH,8901
PRIMEMERIDIAN_LISBON,8902
PRIMEMERIDIAN_PARIS,8903
PRIMEMERIDIAN_BOGOTA,8904
PRIMEMERIDIAN_MADRID,8905
PRIMEMERIDIAN_ROME,8906
PRIMEMERIDIAN_BERN,8907
PRIMEMERIDIAN_JAKARTA,8908
PRIMEMERIDIAN_FERRO,8909
PRIMEMERIDIAN_BRUSSELS,8910
PRIMEMERIDIAN_STOCKHOLM,8911
PRIMEMERIDIAN_ATHENS,8912
